tconst	ordering	nconst	category	job	characters
tt0509031	8	nm0390263	actress	\N	["Mary-Jane Wain"]
tt0509031	9	nm0941693	actress	\N	["Mrs Davey"]
tt0509031	10	nm0681953	actor	\N	["Mr Smethwick"]
tt0509032	1	nm0863790	actor	\N	["James Herriot"]
tt0509032	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509032	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509032	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509032	5	nm0569475	actor	\N	["Calum Buchanan"]
tt0509032	6	nm0316447	actress	\N	["Deirdre McEwan"]
tt0509032	7	nm0933924	actor	\N	["Jimmy Herriot"]
tt0509032	8	nm0809669	actress	\N	["Rosie Herriot"]
tt0509032	9	nm1534764	actor	\N	["Arthur Hardwicke"]
tt0509032	10	nm1535413	actor	\N	["Ben Hardwicke"]
tt0509033	1	nm0863790	actor	\N	["James Herriot"]
tt0509033	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509033	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509033	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509033	5	nm0172014	actor	\N	["Mr. Alderson"]
tt0509033	6	nm0203773	actress	\N	["Mrs. Dalby"]
tt0509033	7	nm0759068	actor	\N	["Gobber Newhouse"]
tt0509033	8	nm0564094	actor	\N	["Mr. Worley"]
tt0509033	9	nm0542906	actor	\N	["Richard Edmundson"]
tt0509033	10	nm0266838	actor	\N	["Mulligan"]
tt0509034	1	nm0863790	actor	\N	["James Herriot"]
tt0509034	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509034	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509034	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509034	5	nm0569475	actor	\N	["Calum Buchanan"]
tt0509034	6	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509034	7	nm0316447	actress	\N	["Deirdre McEwan"]
tt0509034	8	nm0933924	actor	\N	["Jimmy Herriot"]
tt0509034	9	nm0809669	actress	\N	["Rosie Herriot"]
tt0509034	10	nm0933668	actress	\N	["Mrs. Greenlaw"]
tt0509035	1	nm0863790	actor	\N	["James Herriot"]
tt0509035	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509035	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509035	4	nm0237958	actress	\N	["Helen"]
tt0509035	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509035	6	nm0873743	actor	\N	["Roddy"]
tt0509035	7	nm0343942	actor	\N	["Granville Bennett"]
tt0509035	8	nm0758012	actress	\N	["Zoe Bennett"]
tt0509035	9	nm0401539	actor	\N	["Mr. Willis"]
tt0509036	1	nm0863790	actor	\N	["James Herriot"]
tt0509036	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509036	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509036	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509036	5	nm0382402	actress	\N	["Mrs Alton"]
tt0509036	6	nm0779540	actress	\N	["Mrs Pumphrey"]
tt0509036	7	nm0877899	actor	\N	["Hodgekin"]
tt0509036	8	nm0030361	actress	\N	["Angela"]
tt0509036	9	nm0305022	actor	\N	["Charlie"]
tt0509036	10	nm0028885	actor	\N	["Hughie"]
tt0509037	1	nm0863790	actor	\N	["James Herriot"]
tt0509037	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509037	3	nm0569475	actor	\N	["Calum Buchanan"]
tt0509037	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509037	5	nm0316447	actress	\N	["Deirdre McEwan"]
tt0509037	6	nm0323093	actor	\N	["Mr Dawson"]
tt0509037	7	nm0781439	actor	\N	["Basil Courtenay"]
tt0509037	8	nm0680378	actor	\N	["George Whitehead"]
tt0509037	9	nm0379043	actor	\N	["Mr. Coates"]
tt0509037	10	nm1535055	actor	\N	["Restaurant Diner"]
tt0509038	1	nm0863790	actor	\N	["James Herriot"]
tt0509038	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509038	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509038	4	nm0237958	actress	\N	["Helen"]
tt0509038	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509038	6	nm0801701	actress	\N	["Mrs Holroyd"]
tt0509038	7	nm0654180	actor	\N	["Peter Gillard"]
tt0509038	8	nm0668428	actress	\N	["Marjorie Gillard"]
tt0509038	9	nm0601379	actor	\N	["Mr. Pymm"]
tt0509038	10	nm0129507	actor	\N	["Mr. Coker"]
tt0509039	1	nm0863790	actor	\N	["James Herriot"]
tt0509039	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509039	3	nm0383662	actress	\N	["Mrs. Hall"]
tt0509039	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509039	5	nm0789070	actor	\N	["Biggins"]
tt0509039	6	nm0783616	actor	\N	["Soames"]
tt0509039	7	nm0527533	actor	\N	["Bert Sharpe"]
tt0509039	8	nm0019963	actor	\N	["Phineas Calvert"]
tt0509039	9	nm0676567	actress	\N	["Mrs. Calvert"]
tt0509039	10	nm0561550	actor	\N	["Farmer"]
tt0509040	1	nm0863790	actor	\N	["James Herriot"]
tt0509040	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509040	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509040	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509040	5	nm0382402	actress	\N	["Mrs Alton"]
tt0509040	6	nm0343942	actor	\N	["Granville Bennett"]
tt0509040	7	nm0789070	actor	\N	["Mr. Biggins"]
tt0509040	8	nm0631467	actress	\N	["Jane Mercer"]
tt0509040	9	nm0908169	actor	\N	["Mr. Bullock"]
tt0509040	10	nm0052159	actor	\N	["Mr. Mercer"]
tt0509041	1	nm0863790	actor	\N	["James Herriot"]
tt0509041	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509041	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509041	4	nm0237958	actress	\N	["Helen"]
tt0509041	5	nm0383662	actress	\N	["Mrs Hall"]
tt0509041	6	nm0454627	actor	\N	["Mr Mount"]
tt0509041	7	nm0579718	actor	\N	["Mr. Scargill"]
tt0509041	8	nm0562768	actress	\N	["Deborah Mount"]
tt0509041	9	nm1530483	actor	\N	["Wesley Binks"]
tt0509041	10	nm0647316	actress	\N	["Mrs. Binks"]
tt0509042	1	nm0863790	actor	\N	["James Herriot"]
tt0509042	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509042	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509042	4	nm0254884	actor	\N	["Roddy Travers"]
tt0509042	5	nm0516999	actor	\N	["Sam Witchell"]
tt0509042	6	nm0909541	actress	\N	["Mary Hawkins"]
tt0509042	7	nm0407753	actor	\N	["Mr Hawkins"]
tt0509042	8	nm0135701	actor	\N	["Fred Allan"]
tt0509042	9	nm1535124	actress	\N	["Miranda"]
tt0509042	10	nm4824701	actress	\N	["Miranda's dog"]
tt0509043	1	nm0863790	actor	\N	["James Herriot"]
tt0509043	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509043	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509043	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509043	5	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509043	6	nm0752686	actress	\N	["Miss Harbottle"]
tt0509043	7	nm0383662	actress	\N	["Mrs. Hall"]
tt0509043	8	nm0821596	actor	\N	["Dixon"]
tt0509043	9	nm0877899	actor	\N	["Hodgekin"]
tt0509043	10	nm0746522	actor	\N	["Francois"]
tt0509044	1	nm0863790	actor	\N	["James Herriot"]
tt0509044	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509044	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509044	4	nm0237958	actress	\N	["Helen Herriot"]
tt0509044	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509044	6	nm0334311	actress	\N	["Mrs. Bond"]
tt0509044	7	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509044	8	nm0542906	actor	\N	["Richard Edmundson"]
tt0509044	9	nm1535457	actor	\N	["Mr. Edmundson Senior"]
tt0509044	10	nm0578477	actress	\N	["Diana Brompton"]
tt0509045	1	nm0863790	actor	\N	["James Herriot"]
tt0509045	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509045	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509045	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509045	5	nm0382402	actress	\N	["Mrs Alton"]
tt0509045	6	nm0568904	actor	\N	["Nat Briggs"]
tt0509045	7	nm0268444	actor	\N	["Mr. Edwards"]
tt0509045	8	nm0934074	actress	\N	["Sally Worrall"]
tt0509045	9	nm0635858	actress	\N	["Barbara Briggs"]
tt0509045	10	nm0928359	actor	\N	["Ray"]
tt0509046	1	nm0863790	actor	\N	["James Herriot"]
tt0509046	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509046	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509046	4	nm0237958	actress	\N	["Helen"]
tt0509046	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509046	6	nm0872370	actor	\N	["Lord Hulton"]
tt0509046	7	nm0183944	actor	\N	["Paul Cotterell"]
tt0509046	8	nm0413289	actor	\N	["Ken Billings"]
tt0509046	9	nm0855906	actor	\N	["Seth Pilling"]
tt0509046	10	nm0707246	actress	\N	["Mrs. Pilling"]
tt0509047	1	nm0863790	actor	\N	["James Herriot"]
tt0509047	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509047	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509047	4	nm0878302	actress	\N	["Jenny Garston"]
tt0509047	5	nm0934783	actor	\N	["David Rayner"]
tt0509047	6	nm0912246	actress	\N	["Elizabeth Rayner"]
tt0509047	7	nm0911575	actor	\N	["Geoffrey Rayner"]
tt0509047	8	nm0796484	actress	\N	["Nurse Brown"]
tt0509047	9	nm0362961	actor	\N	["Cliff Brown"]
tt0509047	10	nm0671467	actor	\N	["Reg Wilkey"]
tt0509048	1	nm0863790	actor	\N	["James Herriot"]
tt0509048	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509048	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509048	4	nm0237958	actress	\N	["Helen"]
tt0509048	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509048	6	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509048	7	nm0632981	actor	\N	["Mr. Gilling"]
tt0509048	8	nm0392485	actor	\N	["Mr. Myatt"]
tt0509048	9	nm0114533	actor	\N	["Mr. Hewison"]
tt0509048	10	nm1534965	actress	\N	["Mrs. Hewison"]
tt0509049	1	nm0863790	actor	\N	["James Herriot"]
tt0509049	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509049	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509049	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509049	5	nm0914673	actor	\N	["Cranford"]
tt0509049	6	nm0383662	actress	\N	["Mrs. Hall"]
tt0509049	7	nm3480988	actor	\N	["Jeff Mallock"]
tt0509049	8	nm0203773	actress	\N	["Mrs. Dalby"]
tt0509049	9	nm0032423	actor	\N	["Billy Dalby"]
tt0509049	10	nm0105572	actor	\N	["William Dalby"]
tt0509050	1	nm0863790	actor	\N	["James Herriot"]
tt0509050	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509050	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509050	4	nm0779540	actress	\N	["Mrs Pumphrey"]
tt0509050	5	nm0877899	actor	\N	["Hodgekin"]
tt0509050	6	nm0039200	actor	\N	["Ewan Ross"]
tt0509050	7	nm0171915	actor	\N	["Henry Clintock"]
tt0509050	8	nm0412470	actor	\N	["Harold Peart"]
tt0509050	9	nm0072439	actor	\N	["Mr Lupton"]
tt0509050	10	nm1678056	actor	\N	["Silas Wenlow"]
tt0509051	1	nm0863790	actor	\N	["James Herriot"]
tt0509051	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509051	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509051	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509051	5	nm0569475	actor	\N	["Calum Buchanan"]
tt0509051	6	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509051	7	nm0914673	actor	\N	["Hilary Mottram"]
tt0509051	8	nm0877899	actor	\N	["Hodgekin"]
tt0509051	9	nm0933668	actress	\N	["Mrs. Greenlaw"]
tt0509051	10	nm0933924	actor	\N	["Jimmy Herriot"]
tt0509052	1	nm0863790	actor	\N	["James Herriot"]
tt0509052	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509052	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509052	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509052	5	nm0569475	actor	\N	["Calum Buchanan"]
tt0509052	6	nm0544609	actor	\N	["Seb Wilkin"]
tt0509052	7	nm0789070	actor	\N	["Mr Biggins"]
tt0509052	8	nm0316447	actress	\N	["Deirdre McEwan"]
tt0509052	9	nm0163919	actor	\N	["Duke of Mannerton"]
tt0509052	10	nm0656231	actress	\N	["Mollie Minikin"]
tt0509053	1	nm0863790	actor	\N	["James Herriot"]
tt0509053	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509053	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509053	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509053	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509053	6	nm0817981	actress	\N	["Sister Louisa Rose"]
tt0509053	7	nm0106657	actor	\N	["Mr. Plenderleith"]
tt0509053	8	nm0202537	actress	\N	["Mrs. Plenderleith"]
tt0509053	9	nm0364281	actress	\N	["Connie"]
tt0509053	10	nm0915282	actress	\N	["Brenda"]
tt0509054	1	nm0863790	actor	\N	["James Herriot"]
tt0509054	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509054	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509054	4	nm0382402	actress	\N	["Mrs Alton"]
tt0509054	5	nm0962558	actress	\N	["Rosie Herriot"]
tt0509054	6	nm0962293	actor	\N	["Jimmy Herriot"]
tt0509054	7	nm0111712	actress	\N	["Susie Thornton"]
tt0509054	8	nm0263779	actor	\N	["Gibson"]
tt0509054	9	nm0450591	actress	\N	["Mrs. Coates"]
tt0509054	10	nm0082689	actor	\N	["Mr. Hart"]
tt0509055	1	nm0863790	actor	\N	["James Herriot"]
tt0509055	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509055	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509055	4	nm0237958	actress	\N	["Helen"]
tt0509055	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509055	6	nm0062779	actress	\N	["Mrs. Egerton"]
tt0509055	7	nm0087609	actor	\N	["Mr. Bailes"]
tt0509055	8	nm0054535	actress	\N	["Mrs. Ainsworth"]
tt0509055	9	nm0789070	actor	\N	["Mr. Biggins"]
tt0509055	10	nm0197687	actor	\N	["Head Waiter"]
tt0509056	1	nm0863790	actor	\N	["James Herriot"]
tt0509056	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509056	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509056	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509056	5	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509056	6	nm0329468	actor	\N	["Mr Busby"]
tt0509056	7	nm0635823	actor	\N	["Peter Trenholm"]
tt0509056	8	nm0444744	actress	\N	["Mary Trenholm"]
tt0509056	9	nm0877899	actor	\N	["Hodgekin"]
tt0509056	10	nm0391286	actress	\N	["Edna"]
tt0509057	1	nm0863790	actor	\N	["James Herriot"]
tt0509057	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509057	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509057	4	nm0237958	actress	\N	["Helen"]
tt0509057	5	nm0383662	actress	\N	["Mrs Hall"]
tt0509057	6	nm0731716	actor	\N	["Murray"]
tt0509057	7	nm0727612	actor	\N	["Charles Harcourt"]
tt0509057	8	nm3480988	actor	\N	["Jeff Mallock"]
tt0509057	9	nm0326551	actor	\N	["Moverley"]
tt0509057	10	nm0793962	actor	\N	["Hill"]
tt0509058	1	nm0863790	actor	\N	["James Herriot"]
tt0509058	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509058	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509058	4	nm0237958	actress	\N	["Helen"]
tt0509058	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509058	6	nm0186697	actor	\N	["Angus Grier"]
tt0509058	7	nm0715693	actress	\N	["Mrs. Donovan"]
tt0509058	8	nm0029623	actress	\N	["Mrs. Mallard"]
tt0509058	9	nm0806149	actor	\N	["Mr. Bantock"]
tt0509058	10	nm0816126	actor	\N	["Inspector Halliday"]
tt0509059	1	nm0863790	actor	\N	["James Herriot"]
tt0509059	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509059	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509059	4	nm0237958	actress	\N	["Helen"]
tt0509059	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509059	6	nm0001933	actor	\N	["Roland Partridge"]
tt0509059	7	nm0809184	actress	\N	["Angela Farmer"]
tt0509059	8	nm0205976	actor	\N	["Bill Ogilvie"]
tt0509059	9	nm0416523	actor	\N	["Charlie Rudd"]
tt0509059	10	nm0655604	actor	\N	["Maurice Rudd"]
tt0509060	1	nm0863790	actor	\N	["James Herriot"]
tt0509060	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509060	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509060	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509060	5	nm0382402	actress	\N	["Mrs Alton"]
tt0509060	6	nm0386331	actress	\N	["Mrs. Clarke"]
tt0509060	7	nm0165049	actor	\N	["Mr. Sutcliffe"]
tt0509060	8	nm1535253	actor	\N	["Franco"]
tt0509060	9	nm0916845	actress	\N	["Katharine"]
tt0509060	10	nm1535499	actress	\N	["Mary"]
tt0509061	1	nm0863790	actor	\N	["James Herriot"]
tt0509061	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509061	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509061	4	nm0237958	actress	\N	["Helen"]
tt0509061	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509061	6	nm0197470	actor	\N	["Mr. Barratt"]
tt0509061	7	nm0907731	actress	\N	["Mrs. Barratt"]
tt0509061	8	nm0587773	actress	\N	["Alice McTavish"]
tt0509061	9	nm0607730	actor	\N	["Mr. Wiggins"]
tt0509061	10	nm1534950	actor	\N	["Wilf"]
tt0509062	1	nm0863790	actor	\N	["James Herriot"]
tt0509062	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509062	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509062	4	nm0383662	actress	\N	["Mrs. Hall"]
tt0509062	5	nm0029792	actress	\N	["Miss Dooley"]
tt0509062	6	nm0234997	actor	\N	["Mr. Horner"]
tt0509062	7	nm0298497	actress	\N	["Mrs. Horner"]
tt0509062	8	nm1527675	actress	\N	["Daphne"]
tt0509062	9	nm0443313	actor	\N	["Kit Bilton"]
tt0509062	10	nm0725777	actor	\N	["P.C. Leach"]
tt0509063	1	nm0863790	actor	\N	["James Herriot"]
tt0509063	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509063	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509063	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509063	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509063	6	nm0186697	actor	\N	["Angus Grier"]
tt0509063	7	nm0918620	actress	\N	["Mrs. Burns"]
tt0509063	8	nm0410134	actress	\N	["Mrs. Allen"]
tt0509063	9	nm0728583	actor	\N	["Mr. Allen"]
tt0509063	10	nm0242063	actor	\N	["Clinton"]
tt0509064	1	nm0863790	actor	\N	["James Herriot"]
tt0509064	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509064	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509064	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509064	5	nm0382402	actress	\N	["Mrs Alton"]
tt0509064	6	nm0018668	actor	\N	["St. John"]
tt0509064	7	nm0715693	actress	\N	["Mrs. Donovan"]
tt0509064	8	nm0362628	actress	\N	["Rosemary Brocklehurst"]
tt0509064	9	nm0860221	actor	\N	["Mr. Carter"]
tt0509064	10	nm0141940	actor	\N	["Mr. Morton"]
tt0509065	1	nm0863790	actor	\N	["James Herriot"]
tt0509065	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509065	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509065	4	nm0237958	actress	\N	["Helen"]
tt0509065	5	nm0383662	actress	\N	["Mrs Hall"]
tt0509065	6	nm0801242	actor	\N	["Cliff Tyreman"]
tt0509065	7	nm0514561	actor	\N	["Walt Barnett"]
tt0509065	8	nm0632981	actor	\N	["Gilling"]
tt0509065	9	nm0445850	actor	\N	["Tom"]
tt0509065	10	nm1535022	actor	\N	["Freddy"]
tt0509066	1	nm0863790	actor	\N	["James Herriot"]
tt0509066	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509066	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509066	4	nm0779540	actress	\N	["Mrs. Pumphrey"]
tt0509066	5	nm0386331	actress	\N	["Mrs. Clarke (as Mrs Clarke also)"]
tt0509066	6	nm1535253	actor	\N	["Franco Pedretti"]
tt0509066	7	nm0384169	actor	\N	["Bert Longshaw"]
tt0509066	8	nm0269922	actor	\N	["Jeff Mallock"]
tt0509066	9	nm1535499	actress	\N	["Mary Clarke"]
tt0509066	10	nm4437525	actor	\N	["Dog"]
tt0509067	1	nm0863790	actor	\N	["James Herriot"]
tt0509067	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509067	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509067	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509067	5	nm0569475	actor	\N	["Calum Buchanan"]
tt0509067	6	nm0316447	actress	\N	["Deirdre McEwan"]
tt0509067	7	nm0933668	actress	\N	["Mrs. Greenlaw"]
tt0509067	8	nm0933924	actor	\N	["Jimmy Herriot"]
tt0509067	9	nm0809669	actress	\N	["Rosie Herriot"]
tt0509067	10	nm0552899	actor	\N	["Mr. Hartley"]
tt0509068	1	nm0863790	actor	\N	["James Herriot"]
tt0509068	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509068	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509068	4	nm0569475	actor	\N	["Calum Buchanan"]
tt0509068	5	nm0069019	actress	\N	["Helen Herriot"]
tt0509068	6	nm0316447	actress	\N	["Deidre Buchanan"]
tt0509068	7	nm0442542	actress	\N	["Barbara Hazlitt"]
tt0509068	8	nm0334311	actress	\N	["Mrs. Bond"]
tt0509068	9	nm0578292	actor	\N	["Mr. Skipton"]
tt0509068	10	nm0936307	actor	\N	["George"]
tt0509069	1	nm0863790	actor	\N	["James Herriot"]
tt0509069	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509069	3	nm0569475	actor	\N	["Calum Buchanan"]
tt0509069	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509069	5	nm0316447	actress	\N	["Deirdre McEwan"]
tt0509069	6	nm0713729	actor	\N	["Mr. Potts"]
tt0509069	7	nm0089906	actress	\N	["Mrs. Potts"]
tt0509069	8	nm0732355	actor	\N	["Mr. Bush"]
tt0509069	9	nm3548482	actor	\N	["Dog"]
tt0509069	10	nm3846032	actor	\N	["Border Collie, dog"]
tt0509070	1	nm0863790	actor	\N	["James Herriot"]
tt0509070	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509070	3	nm0569475	actor	\N	["Calum Buchanan"]
tt0509070	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509070	5	nm0316447	actress	\N	["Deirdre"]
tt0509070	6	nm0806709	actress	\N	["Emma"]
tt0509070	7	nm0789070	actor	\N	["Mr. Biggins"]
tt0509070	8	nm0913136	actor	\N	["Jack Sanders"]
tt0509070	9	nm0360204	actress	\N	["Betty Sanders"]
tt0509070	10	nm0332246	actress	\N	["Mrs. Bell"]
tt0509071	1	nm0863790	actor	\N	["James Herriot"]
tt0509071	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509071	3	nm0569475	actor	\N	["Calum Buchanan"]
tt0509071	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509071	5	nm0316447	actress	\N	["Deirdre"]
tt0509071	6	nm0893243	actress	\N	["Mrs. Ridge"]
tt0509071	7	nm0569771	actor	\N	["Nick O'Brian"]
tt0509071	8	nm1534808	actor	\N	["Robert Corner"]
tt0509071	9	nm0369804	actor	\N	["Mr. Tansy"]
tt0509071	10	nm0266021	actor	\N	["Jack Tansy"]
tt0509072	1	nm0863790	actor	\N	["James Herriot"]
tt0509072	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509072	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509072	4	nm0237958	actress	\N	["Helen Alderson"]
tt0509072	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509072	6	nm0774540	actor	\N	["Pickersgill"]
tt0509072	7	nm0387579	actress	\N	["Olive Pickersgill"]
tt0509072	8	nm0008832	actor	\N	["Sidlow"]
tt0509072	9	nm0479951	actor	\N	["Stewie Brannon"]
tt0509072	10	nm0867555	actor	\N	["Major General Ransom"]
tt0509073	1	nm0863790	actor	\N	["James Herriot"]
tt0509073	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509073	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509073	4	nm0237958	actress	\N	["Helen"]
tt0509073	5	nm0383662	actress	\N	["Mrs. Hall"]
tt0509073	6	nm0343942	actor	\N	["Granville Bennett"]
tt0509073	7	nm0758012	actress	\N	["Zoë Bennett"]
tt0509073	8	nm0398210	actor	\N	["Mr. Blenkinsopp"]
tt0509073	9	nm0173747	actor	\N	["Mr. Dimmock"]
tt0509073	10	nm0373520	actress	\N	["Mrs. Dimmock"]
tt0509074	1	nm0863790	actor	\N	["James Herriot"]
tt0509074	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509074	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509074	4	nm0305022	actor	\N	["Charlie"]
tt0509074	5	nm1535041	actor	\N	["Bert"]
tt0509074	6	nm0028885	actor	\N	["Hughie"]
tt0509074	7	nm0040744	actor	\N	["Mr. Blackwood"]
tt0509074	8	nm0593724	actress	\N	["Mrs. Blackwood"]
tt0509074	9	nm0176990	actor	\N	["Mr. Hopps"]
tt0509074	10	nm0095616	actor	\N	["Young Man"]
tt0509075	1	nm0863790	actor	\N	["James Herriot"]
tt0509075	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509075	3	nm0069019	actress	\N	["Helen Herriot"]
tt0509075	4	nm0564737	actress	\N	["Lady Hulton"]
tt0509075	5	nm0840002	actress	\N	["Sister Rose"]
tt0509075	6	nm0878134	actor	\N	["Rupe Nellist"]
tt0509075	7	nm0254889	actress	\N	["Mrs Mason"]
tt0509075	8	nm0037820	actor	\N	["Vernon Harker"]
tt0509075	9	nm0417041	actress	\N	["Mrs Harker"]
tt0509075	10	nm0054828	actor	\N	["Len Birtwhistle"]
tt0509076	1	nm0863790	actor	\N	["James Herriot"]
tt0509076	2	nm0362735	actor	\N	["Siegfried Farnon"]
tt0509076	3	nm0205749	actor	\N	["Tristan Farnon"]
tt0509076	4	nm0069019	actress	\N	["Helen Herriot"]
tt0509076	5	nm0569475	actor	\N	["Calum Buchanan"]
